skos:Scheme,ID,rdf:type (skos:),dct:source ,skos:broader,skos:broader name,skos:note @en,skos:scopeNote @en,skos:prefLabel @de,skos:altLabel @de,skos:altLabel @de,skos:prefLabel @en,skos:altLabel @en,skos:altLabel @en,skos:altLabel @en,external concept (wikidata),type of match (wikidata),external concept (chronontology),type of match (chronontology),external concept (getty),type of match (getty)
kulturepoche,364,Concept,OeAI,216,25. Dynastie,,,Tanotamun-Zeit,,,Tanutamani,,,,https://www.wikidata.org/wiki/Q434535,skos:exactMatch,,,,
kulturepoche,365,Concept,OeAI,217,3. Dynastie,,,Ahu-Zeit,,,,,,,,,,,,
kulturepoche,366,Concept,OeAI,217,3. Dynastie,,,Djoser-Zeit,,,Djoser,,,,https://www.wikidata.org/wiki/Q174367,skos:exactMatch,,,,
kulturepoche,367,Concept,OeAI,217,3. Dynastie,,,Djoserti-Zeit,,,Sekhemkhet,,,,https://www.wikidata.org/wiki/Q220256,skos:exactMatch,,,,
kulturepoche,368,Concept,OeAI,217,3. Dynastie,,,Hor Chabai-Zeit,,,Hor-Khaba,,,,https://www.wikidata.org/wiki/Q220320,skos:exactMatch,,,,
kulturepoche,369,Concept,OeAI,217,3. Dynastie,,,Nebka-Zeit,,,Nebka,,,,https://www.wikidata.org/wiki/Q889891,skos:exactMatch,,,,
kulturepoche,370,Concept,OeAI,217,3. Dynastie,,,Souphis-Zeit,,,,,,,,,,,,
kulturepoche,371,Concept,OeAI,218,4. Dynastie,,,Bicheris-Zeit,,,Bikheris,,,,https://www.wikidata.org/wiki/Q220318,skos:exactMatch,,,,
kulturepoche,372,Concept,OeAI,218,4. Dynastie,,,Cheops-Zeit,,,Khufu,Cheops,,,https://www.wikidata.org/wiki/Q161904,skos:exactMatch,,,,
kulturepoche,373,Concept,OeAI,218,4. Dynastie,,,Chephren-Zeit,,,Khafra,Chephren,Khafre,,https://www.wikidata.org/wiki/Q199861,skos:exactMatch,,,,
kulturepoche,374,Concept,OeAI,218,4. Dynastie,,,Djedefre-Zeit,,,Djedefre,Djedefra,,,https://www.wikidata.org/wiki/Q209397,skos:exactMatch,,,,
kulturepoche,375,Concept,OeAI,218,4. Dynastie,,,Mykerinos-Zeit,,,Menkaura,Mycerinus,Menkaure,,https://www.wikidata.org/wiki/Q200986,skos:exactMatch,,,,
kulturepoche,376,Concept,OeAI,218,4. Dynastie,,,Schepseskaf-Zeit,,,Shepseskaf,,,,https://www.wikidata.org/wiki/Q220252,skos:exactMatch,,,,
kulturepoche,377,Concept,OeAI,218,4. Dynastie,,,Senofru-Zeit,,,Sneferu,,,,https://www.wikidata.org/wiki/Q189371,skos:exactMatch,,,,
kulturepoche,378,Concept,OeAI,218,4. Dynastie,,,Thamphthis-Zeit,,,Thamphthis,,,,https://www.wikidata.org/wiki/Q204252,skos:exactMatch,,,,
kulturepoche,379,Concept,OeAI,219,5. Dynastie,,,Djedkare-Zeit,,,Djedkara,,,,https://www.wikidata.org/wiki/Q269247,skos:exactMatch,,,,
kulturepoche,380,Concept,OeAI,219,5. Dynastie,,,Menkawhor-Zeit,,,Menkauhor,,,,https://www.wikidata.org/wiki/Q269257,skos:exactMatch,,,,
kulturepoche,381,Concept,OeAI,219,5. Dynastie,,,Neferefre-Zeit,,,Neferefre,,,,https://www.wikidata.org/wiki/Q269271,skos:exactMatch,,,,
kulturepoche,382,Concept,OeAI,219,5. Dynastie,,,Neferirkare-Zeit,,,Neferirkara,Neferirkare,Ranefer A,,https://www.wikidata.org/wiki/Q268576,skos:exactMatch,,,,
kulturepoche,383,Concept,OeAI,219,5. Dynastie,,,Niuserre-Zeit,,,Nyuserra,Nyuserre,,,https://www.wikidata.org/wiki/Q269200,skos:exactMatch,,,,
kulturepoche,384,Concept,OeAI,219,5. Dynastie,,,Sahure-Zeit,,,Sahura,Sahure,,,https://www.wikidata.org/wiki/Q243692,skos:exactMatch,,,,
kulturepoche,385,Concept,OeAI,219,5. Dynastie,,,Schepseskare-Zeit,,,Shepseskara,,,,https://www.wikidata.org/wiki/Q268601,skos:exactMatch,,,,
kulturepoche,386,Concept,OeAI,219,5. Dynastie,,,Unas-Zeit,,,Unas,,,,https://www.wikidata.org/wiki/Q244985,skos:exactMatch,,,,
kulturepoche,387,Concept,OeAI,219,5. Dynastie,,,Userkaf-Zeit,,,Userkaf,,,,https://www.wikidata.org/wiki/Q268614,skos:exactMatch,,,,
kulturepoche,388,Concept,OeAI,220,6. Dynastie,,,Nemtiemsaf I.-Zeit,,,Nemtyemsaf I,,,,https://www.wikidata.org/wiki/Q269209,skos:exactMatch,,,,
kulturepoche,389,Concept,OeAI,220,6. Dynastie,,,Nemtiemsaf II.-Zeit,,,Nemtyemsaf II,,,,https://www.wikidata.org/wiki/Q320908,skos:exactMatch,,,,
kulturepoche,390,Concept,OeAI,220,6. Dynastie,,,Nitokris,,,Nitiqret,Nitocris,,,https://www.wikidata.org/wiki/Q230774,skos:exactMatch,,,,
kulturepoche,391,Concept,OeAI,220,6. Dynastie,,,Pepi I.-Zeit,,,Pepy I,,,,https://www.wikidata.org/wiki/Q269265,skos:exactMatch,,,,
kulturepoche,392,Concept,OeAI,220,6. Dynastie,,,Pepi II.-Zeit,,,Pepy II,,,,https://www.wikidata.org/wiki/Q6198,skos:exactMatch,,,,
kulturepoche,393,Concept,OeAI,220,6. Dynastie,,,Teti-Zeit,,,Teti,,,,https://www.wikidata.org/wiki/Q269285,skos:exactMatch,,,,
kulturepoche,394,Concept,OeAI,220,6. Dynastie,,,Userkare-Zeit,,,Userkara,,,,https://www.wikidata.org/wiki/Q258637,skos:exactMatch,,,,
kulturepoche,395,Concept,OeAI,222,1. Dynastie,,,Athothis-Zeit,,,Hor-Aha,Athothis,,,,,,,,
kulturepoche,396,Concept,OeAI,222,1. Dynastie,,,Bieneches-Zeit,,,Qa'a,,,,https://www.wikidata.org/wiki/Q151819,skos:exactMatch,,,,
kulturepoche,397,Concept,OeAI,222,1. Dynastie,,,Ita-Zeit,,,,,,,,,,,,
kulturepoche,398,Concept,OeAI,222,1. Dynastie,,,Iti-Zeit,,,Djer,,,,https://www.wikidata.org/wiki/Q152375,skos:exactMatch,,,,
kulturepoche,399,Concept,OeAI,222,1. Dynastie,,,Menes-Zeit,,,Menes,,,,https://www.wikidata.org/wiki/Q189574,skos:exactMatch,,,,
kulturepoche,400,Concept,OeAI,222,1. Dynastie,,,Miebis-Zeit,,,Anedjib,,,,https://www.wikidata.org/wiki/Q111079,skos:exactMatch,,,,
kulturepoche,401,Concept,OeAI,222,1. Dynastie,,,Semempses-Zeit,,,Semerkhet,Semempses,,,https://www.wikidata.org/wiki/Q151805,skos:exactMatch,,,,
kulturepoche,402,Concept,OeAI,222,1. Dynastie,,,Usaphais-Zeit,,,Djet,Usaphais,,,https://www.wikidata.org/wiki/Q151828,skos:exactMatch,,,,
kulturepoche,403,Concept,OeAI,223,2. Dynastie,,,Binothris-Zeit,,,Nynetjer,,,,https://www.wikidata.org/wiki/Q151824,skos:exactMatch,,,,
kulturepoche,404,Concept,OeAI,223,2. Dynastie,,,Boethos-Zeit,,,Hotepsekhemwy,,,,https://www.wikidata.org/wiki/Q151817,skos:exactMatch,,,,
kulturepoche,405,Concept,OeAI,223,2. Dynastie,,,Chasechemui-Zeit,,,Khasekhemwy,,,,https://www.wikidata.org/wiki/Q294266,skos:exactMatch,,,,
kulturepoche,406,Concept,OeAI,223,2. Dynastie,,,Hudjefa-Zeit,,,Hudjefa I,,,,https://www.wikidata.org/wiki/Q887937,skos:exactMatch,,,,
kulturepoche,407,Concept,OeAI,223,2. Dynastie,,,Kaiechos-Zeit,,,Nebra,Nebre,,,https://www.wikidata.org/wiki/Q152751,skos:exactMatch,,,,
kulturepoche,408,Concept,OeAI,223,2. Dynastie,,,Neferkare-Zeit,,,Neferkare,,,,https://www.wikidata.org/wiki/Q450558,skos:exactMatch,,,,
kulturepoche,409,Concept,OeAI,223,2. Dynastie,,,Neferkasokar-Zeit,,,Neferkasokar,,,,https://www.wikidata.org/wiki/Q464248,skos:exactMatch,,,,
kulturepoche,410,Concept,OeAI,223,2. Dynastie,,,Periibsen-Zeit,,,Peribsen,,,,https://www.wikidata.org/wiki/Q310878,skos:exactMatch,,,,
kulturepoche,411,Concept,OeAI,223,2. Dynastie,,,Sethenes-Zeit,,,Senedj,,,,https://www.wikidata.org/wiki/Q297704,skos:exactMatch,,,,
kulturepoche,412,Concept,OeAI,223,2. Dynastie,,,Tlas-Zeit,,,Wadjenes,,,,https://www.wikidata.org/wiki/Q2538799,skos:exactMatch,,,,
kulturepoche,413,Concept,OeAI,224,11. Dynastie,,,Anjotef I.-Zeit,,,Intef I,,,,https://www.wikidata.org/wiki/Q310881,skos:exactMatch,,,,
kulturepoche,414,Concept,OeAI,224,11. Dynastie,,,Anjotef II.-Zeit,,,Intef II,,,,https://www.wikidata.org/wiki/Q313869,skos:exactMatch,,,,
kulturepoche,415,Concept,OeAI,224,11. Dynastie,,,Anjotef III.-Zeit,,,Intef III,,,,https://www.wikidata.org/wiki/Q316274,skos:exactMatch,,,,
kulturepoche,416,Concept,OeAI,224,11. Dynastie,,,Mentuhotep I.-Zeit,Menthotpe I.-Zeit,,Mentuhotep I,,,,https://www.wikidata.org/wiki/Q316271,skos:exactMatch,,,,
kulturepoche,417,Concept,OeAI,224,11. Dynastie,,,Mentuhotep II.-Zeit,Menthotpe II.-Zeit,,Mentuhotep II,,,,https://www.wikidata.org/wiki/Q296439,skos:exactMatch,,,,
kulturepoche,418,Concept,OeAI,224,11. Dynastie,,,Mentuhotep III.-Zeit,Menthotpe III.-Zeit,,Mentuhotep III,,,,https://www.wikidata.org/wiki/Q310278,skos:exactMatch,,,,
kulturepoche,419,Concept,OeAI,224,11. Dynastie,,,Mentuhotep IV.-Zeit,Menthotpe IV.-Zeit,,Mentuhotep IV,,,,https://www.wikidata.org/wiki/Q313865,skos:exactMatch,,,,
kulturepoche,420,Concept,OeAI,225,12. Dynastie,,,Amenemhet I.-Zeit,Ammenemes I.-Zeit,,Amenemhet I,Amenemhat I,,,https://www.wikidata.org/wiki/Q18771,skos:exactMatch,,,,
kulturepoche,421,Concept,OeAI,225,12. Dynastie,,,Amenemhet II.-Zeit,Ammenemes II.-Zeit,,Amenemhet II,Amenemhat II,,,https://www.wikidata.org/wiki/Q18734,skos:exactMatch,,,,
kulturepoche,422,Concept,OeAI,225,12. Dynastie,,,Amenemhet III.-Zeit,Ammenemes III.-Zeit,,Amenemhet III,Amenemhat III,,,https://www.wikidata.org/wiki/Q19244,skos:exactMatch,,,,
kulturepoche,423,Concept,OeAI,225,12. Dynastie,,,Amenemhet IV.-Zeit,Ammenemes IV.-Zeit,,Amenemhet IV,Amenemhat IV,,,https://www.wikidata.org/wiki/Q19246,skos:exactMatch,,,,
kulturepoche,424,Concept,OeAI,225,12. Dynastie,,,Sesostris I.-Zeit,,,Senusret I,,,,https://www.wikidata.org/wiki/Q18763,skos:exactMatch,,,,
kulturepoche,425,Concept,OeAI,225,12. Dynastie,,,Sesostris II.-Zeit,,,Senusret II,,,,https://www.wikidata.org/wiki/Q18722,skos:exactMatch,,,,
kulturepoche,426,Concept,OeAI,225,12. Dynastie,,,Sesostris III.-Zeit,,,Senusret III,,,,https://www.wikidata.org/wiki/Q19248,skos:exactMatch,,,,
kulturepoche,427,Concept,OeAI,226,18. Dynastie,,,Aja-Zeit,,,Ay,,,,https://www.wikidata.org/wiki/Q146029,skos:exactMatch,,,,
kulturepoche,428,Concept,OeAI,226,18. Dynastie,,,Amenophis I.-Zeit,,,Amenhotep I,,,,https://www.wikidata.org/wiki/Q157966,skos:exactMatch,,,,
kulturepoche,429,Concept,OeAI,226,18. Dynastie,,,Amenophis II.-Zeit,,,Amenhotep II,,,,https://www.wikidata.org/wiki/Q158052,skos:exactMatch,,,,
kulturepoche,430,Concept,OeAI,226,18. Dynastie,,,Amenophis III.-Zeit,,,Amenhotep III,,,,https://www.wikidata.org/wiki/Q42606,skos:exactMatch,,,,
kulturepoche,431,Concept,OeAI,226,18. Dynastie,,,Amenophis IV.-Zeit,,,Amenhotep IV,,,,https://www.wikidata.org/wiki/Q81794,skos:exactMatch,,,,
kulturepoche,432,Concept,OeAI,226,18. Dynastie,,,Amosis I.-Zeit,,,Ahmose I,,,,https://www.wikidata.org/wiki/Q7222,skos:exactMatch,,,,
kulturepoche,433,Concept,OeAI,226,18. Dynastie,,,Haremhab-Zeit,,,Horemheb,,,,https://www.wikidata.org/wiki/Q157995,skos:exactMatch,,,,
kulturepoche,434,Concept,OeAI,226,18. Dynastie,,,Hatschepsut-Zeit,,,Hatshepsut,,,,https://www.wikidata.org/wiki/Q129234,skos:exactMatch,,,,
kulturepoche,435,Concept,OeAI,226,18. Dynastie,,,Semenchkare-Zeit,,,Smenkhkara,Smenkhkare,Neferneferuaten,,https://www.wikidata.org/wiki/Q158003,skos:exactMatch,,,,
kulturepoche,436,Concept,OeAI,226,18. Dynastie,,,Thutmosis I.-Zeit,,,Thutmose I,,,,https://www.wikidata.org/wiki/Q157962,skos:exactMatch,,,,
kulturepoche,437,Concept,OeAI,226,18. Dynastie,,,Thutmosis II.-Zeit,,,Thutmose II,,,,https://www.wikidata.org/wiki/Q158025,skos:exactMatch,,,,
kulturepoche,438,Concept,OeAI,226,18. Dynastie,,,Thutmosis III.-Zeit,,,Thutmose III,,,,https://www.wikidata.org/wiki/Q157899,skos:exactMatch,,,,
kulturepoche,439,Concept,OeAI,226,18. Dynastie,,,Thutmosis IV.-Zeit,,,Thutmose IV,,,,https://www.wikidata.org/wiki/Q157985,skos:exactMatch,,,,
kulturepoche,440,Concept,OeAI,226,18. Dynastie,,,Tutanchamun-Zeit,,,Tutankhamun,,,,https://www.wikidata.org/wiki/Q12154,skos:exactMatch,,,,
kulturepoche,441,Concept,OeAI,227,19. Dynastie,,,Amenmessu-Zeit,,,Amenmessu,Amenmesses,Amenmose,Amenmesse,https://www.wikidata.org/wiki/Q158065,skos:exactMatch,,,,
kulturepoche,442,Concept,OeAI,227,19. Dynastie,,,Merenptah-Zeit,,,Merenptah,Merneptah,,,https://www.wikidata.org/wiki/Q158043,skos:exactMatch,,,,
kulturepoche,443,Concept,OeAI,227,19. Dynastie,,,Ramses I.-Zeit,,,Ramses I,Ramesses I,,,https://www.wikidata.org/wiki/Q1526,skos:exactMatch,,,,
kulturepoche,444,Concept,OeAI,227,19. Dynastie,,,Ramses II.-Zeit,,,Ramses II,Ramesses II,,,https://www.wikidata.org/wiki/Q1523,skos:exactMatch,,,,
kulturepoche,445,Concept,OeAI,227,19. Dynastie,,,Sethos I.-Zeit,,,Seti I,Sety I,,,https://www.wikidata.org/wiki/Q157918,skos:exactMatch,,,,
kulturepoche,446,Concept,OeAI,227,19. Dynastie,,,Sethos II.-Zeit,,,Seti II,Sety II,,,https://www.wikidata.org/wiki/Q8048,skos:exactMatch,,,,
kulturepoche,447,Concept,OeAI,227,19. Dynastie,,,Siptah-Zeit,,,Saptah,Siptah,,,https://www.wikidata.org/wiki/Q158059,skos:exactMatch,,,,
kulturepoche,448,Concept,OeAI,228,20. Dynastie,,,Ramses III.-Zeit,,,Ramses III,Ramesses III,,,https://www.wikidata.org/wiki/Q1528,skos:exactMatch,,,,
kulturepoche,449,Concept,OeAI,228,20. Dynastie,,,Ramses IV.-Zeit,,,Ramses IV,Ramesses IV,,,https://www.wikidata.org/wiki/Q1532,skos:exactMatch,,,,
kulturepoche,450,Concept,OeAI,228,20. Dynastie,,,Ramses IX.-Zeit,,,Ramses IX,Ramesses IX,,,https://www.wikidata.org/wiki/Q4009,skos:exactMatch,,,,
kulturepoche,451,Concept,OeAI,228,20. Dynastie,,,Ramses V.-Zeit,,,Ramses V,Ramesses V,,,https://www.wikidata.org/wiki/Q4064,skos:exactMatch,,,,
kulturepoche,452,Concept,OeAI,228,20. Dynastie,,,Ramses VI.-Zeit,,,Ramses VI,Ramesses VI,,,https://www.wikidata.org/wiki/Q5167,skos:exactMatch,,,,
kulturepoche,453,Concept,OeAI,228,20. Dynastie,,,Ramses VII.-Zeit,,,Ramses VII,Ramesses VII,,,https://www.wikidata.org/wiki/Q6215,skos:exactMatch,,,,
kulturepoche,454,Concept,OeAI,228,20. Dynastie,,,Ramses VIII.-Zeit,,,Ramses VIII,Ramesses VIII,,,https://www.wikidata.org/wiki/Q8045,skos:exactMatch,,,,
kulturepoche,455,Concept,OeAI,228,20. Dynastie,,,Ramses X.-Zeit,,,Ramses X,Ramesses X,,,https://www.wikidata.org/wiki/Q4026,skos:exactMatch,,,,
kulturepoche,456,Concept,OeAI,228,20. Dynastie,,,Ramses XI.-Zeit,,,Ramses XI,Ramesses XI,,,https://www.wikidata.org/wiki/Q313121,skos:exactMatch,,,,
kulturepoche,457,Concept,OeAI,229,27. Dynastie,,,Artaxerxes II.-Zeit,,,Artaxerxes II,,,,https://www.wikidata.org/wiki/Q188472,skos:exactMatch,,,,
kulturepoche,458,Concept,OeAI,229,27. Dynastie,,,Artaxerxes-Zeit,,,Artaxerxes I,,,,https://www.wikidata.org/wiki/Q189689,skos:exactMatch,,,,
kulturepoche,459,Concept,OeAI,229,27. Dynastie,,,Dareios I.-Zeit,,,Darius I,,,,https://www.wikidata.org/wiki/Q44387,skos:exactMatch,,,,
kulturepoche,460,Concept,OeAI,229,27. Dynastie,,,Dareios II.-Zeit,,,Darius II,,,,https://www.wikidata.org/wiki/Q202236,skos:exactMatch,,,,
kulturepoche,461,Concept,OeAI,229,27. Dynastie,,,Xerxes I.-Zeit,,,Xerxes I,,,,https://www.wikidata.org/wiki/Q129165,skos:exactMatch,,,,
kulturepoche,462,Concept,OeAI,229,27. Dynastie,,,Xerxes II.-Zeit,,,Xerxes II,,,,https://www.wikidata.org/wiki/Q272043,skos:exactMatch,,,,
kulturepoche,463,Concept,OeAI,230,28. Dynastie,,,Amyrtaios,,,Amyrtaios,Amyrtaeus,,,https://www.wikidata.org/wiki/Q318000,skos:exactMatch,,,,
kulturepoche,464,Concept,OeAI,231,29. Dynastie,,,Achoris-Zeit,,,Hakor,Hakoris,Achoris,Hagar,https://www.wikidata.org/wiki/Q360012,skos:exactMatch,,,,
kulturepoche,465,Concept,OeAI,231,29. Dynastie,,,Nepherites II.-Zeit,,,Nepherites II,,,,https://www.wikidata.org/wiki/Q504873,skos:exactMatch,,,,
kulturepoche,466,Concept,OeAI,231,29. Dynastie,,,Nepherites-Zeit,,,Nepherites I,,,,https://www.wikidata.org/wiki/Q450994,skos:exactMatch,,,,
kulturepoche,467,Concept,OeAI,231,29. Dynastie,,,Psamuthis-Zeit,,,Psammuthis,Psammuthes,,,https://www.wikidata.org/wiki/Q879122,skos:exactMatch,,,,
kulturepoche,468,Concept,OeAI,232,30. Dynastie,,,Nektanebes-Zeit,,,Nectanebo I,Nectanebes,,,https://www.wikidata.org/wiki/Q175775,skos:exactMatch,,,,
kulturepoche,469,Concept,OeAI,232,30. Dynastie,,,Nektanebos-Zeit,,,Nectanebo II,,,,https://www.wikidata.org/wiki/Q313126,skos:exactMatch,,,,
kulturepoche,470,Concept,OeAI,232,30. Dynastie,,,Teos-Zeit,,,Teos,,,,https://www.wikidata.org/wiki/Q198688,skos:exactMatch,,,,
kulturepoche,471,Concept,OeAI,233,31. Dynastie,,,Arses-Zeit,,,Arses,,,,https://www.wikidata.org/wiki/Q260783,skos:exactMatch,,,,
kulturepoche,472,Concept,OeAI,233,31. Dynastie,,,Artaxerxes III.-Zeit,,,Artaxerxes III,,,,https://www.wikidata.org/wiki/Q192867,skos:exactMatch,,,,
kulturepoche,473,Concept,OeAI,233,31. Dynastie,,,Chababasch-Zeit,,,Khababash,Khabash,Khabbash,,https://www.wikidata.org/wiki/Q881240,skos:exactMatch,,,,
kulturepoche,474,Concept,OeAI,233,31. Dynastie,,,Dareios III.-Zeit,,,Darius III,,,,https://www.wikidata.org/wiki/Q102865,skos:exactMatch,,,,
kulturepoche,475,Concept,OeAI,287,Spätminoisch III,,,Spätminoisch IIIA,SM IIIA,Spaetminoisch IIIA,Late Minoan IIIA,,,,,,https://chronontology.dainst.org/period/pHRknhlqTDKh,skos:exactMatch,,
kulturepoche,476,Concept,OeAI,299,Mittelbronzezeit,,,"Altes Reich, hethitisch",,,"Old Kingdom, Hittite",,,,,,https://chronontology.dainst.org/period/ADKp8g8Rd4WZ,skos:exactMatch,,
kulturepoche,477,Concept,OeAI,299,Mittelbronzezeit,,,Karumzeit,,,Karum,,,,,,,,,
kulturepoche,478,Concept,OeAI,300,Spätbronzezeit,,,"Großreich, hethitisch",,,"New Kingdom (Empire), Hittite",,,,,,https://chronontology.dainst.org/period/zQku91CVLlbI,skos:exactMatch,,
kulturepoche,479,Concept,OeAI,304,"Neolithikum, akeramisch",,,PPN A,,,Pre-pottery Neolithic A,PPN A,,,https://www.wikidata.org/wiki/Q1047444,skos:exactMatch,,,,
kulturepoche,480,Concept,OeAI,304,"Neolithikum, akeramisch",,,PPN B,,,Pre-pottery Neolithic B,PPN B,,,https://www.wikidata.org/wiki/Q897323,skos:exactMatch,,,,
kulturepoche,481,Concept,OeAI,304,"Neolithikum, akeramisch",,,PPN C,,,Pre-pottery Neolithic C,PPN C,,,https://www.wikidata.org/wiki/Q2717024,skos:exactMatch,,,,
kulturepoche,482,Concept,OeAI,305,"Neolithikum, keramisch",,,frühkeramische Neolithikum ,,,Early Ceramic,,,,,,,,,
kulturepoche,483,Concept,OeAI,305,"Neolithikum, keramisch",,,spätkeramische Neolithikum ,,,Late Ceramic,,,,,,,,,
kulturepoche,484,Concept,OeAI,310,frühkaiserzeitlich,,,julisch-claudisch,,,Julio-Claudian,,,,,,https://chronontology.dainst.org/period/9NcJMGJLmoxO,skos:exactMatch,,
kulturepoche,485,Concept,OeAI,310,frühkaiserzeitlich,,,neronisch,,,Neronian,,,,,,https://chronontology.dainst.org/period/5bvpMrURKXyE,skos:exactMatch,,
kulturepoche,486,Concept,OeAI,311,mittelkaiserzeitlich,,,antoninisch,,,Antonine,,,,,,https://chronontology.dainst.org/period/dZ3ERUpZtmDy,skos:exactMatch,,
kulturepoche,487,Concept,OeAI,311,mittelkaiserzeitlich,,,flavisch,,,Flavian,,,,,,https://chronontology.dainst.org/period/mlZjTl5TmrHV,skos:exactMatch,,
kulturepoche,488,Concept,OeAI,311,mittelkaiserzeitlich,,,hadrianisch,,,Hadrianic,,,,,,https://chronontology.dainst.org/period/RwGmBmSWvZHL,skos:exactMatch,,
kulturepoche,489,Concept,OeAI,311,mittelkaiserzeitlich,,,severisch,,,Severan,,,,,,https://chronontology.dainst.org/period/Zs0m3wO3GgJe,skos:exactMatch,,
kulturepoche,490,Concept,OeAI,311,mittelkaiserzeitlich,,,traianisch,trajanisch,,Trajanic,,,,,,https://chronontology.dainst.org/period/9DshiEVPeqWQ,skos:exactMatch,,
kulturepoche,491,Concept,OeAI,312,spätkaiserzeitlich,,,gallienisch,,,Gallienic,,,,,,https://chronontology.dainst.org/period/sQi9AkYPgCmb,skos:exactMatch,,
kulturepoche,492,Concept,OeAI,312,spätkaiserzeitlich,,,nachgallienisch,,,Post-Gallienic,,,,,,,,,
kulturepoche,493,Concept,OeAI,312,spätkaiserzeitlich,,,tetrarchisch,,,Tetrarchic,,,,,,https://chronontology.dainst.org/period/rioxFiEuYtAG,skos:exactMatch,,
kulturepoche,494,Concept,OeAI,484,julisch-claudisch,,,augusteisch,,,Augustan,,,,,,https://chronontology.dainst.org/period/dSJD5oYSDccr,skos:exactMatch,,
kulturepoche,495,Concept,OeAI,484,julisch-claudisch,,,claudisch,,,Claudian,,,,,,https://chronontology.dainst.org/period/ZEK7GvmSxqyz,skos:exactMatch,,
kulturepoche,496,Concept,OeAI,484,julisch-claudisch,,,tiberisch,,,Tiberian,,,,,,https://chronontology.dainst.org/period/IuZMm71sRTYh,skos:exactMatch,,
kulturepoche,497,Concept,OeAI,486,antoninisch,,,frühantoninisch,,,Early Antonine,,,,,,https://chronontology.dainst.org/period/1dH5kfYOFE5T,skos:exactMatch,,
kulturepoche,498,Concept,OeAI,486,antoninisch,,,mittelantoninisch,,,Middle Antonine,,,,,,https://chronontology.dainst.org/period/MKDQdW5LKYHo,skos:exactMatch,,
kulturepoche,499,Concept,OeAI,486,antoninisch,,,spätantoninisch,,,Late Antonine,,,,,,https://chronontology.dainst.org/period/cGrUW4bfFGlv,skos:exactMatch,,
kulturepoche,500,Concept,OeAI,489,severisch,,,frühseverisch,,,Early Severan,,,,,,https://chronontology.dainst.org/period/UxzJ6VWQnnvJ,skos:exactMatch,,
kulturepoche,501,Concept,OeAI,489,severisch,,,mittelseverisch,,,Middle Severan,,,,,,,,,
kulturepoche,502,Concept,OeAI,489,severisch,,,spätseverisch,,,Late Severan,,,,,,https://chronontology.dainst.org/period/ZfvGCBbvOtdd,skos:exactMatch,,
kulturepoche,503,Concept,OeAI,494,augusteisch,,,frühaugusteisch,,,Early Augustan,,,,,,https://chronontology.dainst.org/period/jMI3kojyyYgk,skos:exactMatch,,
kulturepoche,504,Concept,OeAI,494,augusteisch,,,spätaugusteisch,,,Late Augustan,,,,,,https://chronontology.dainst.org/period/z2IlJ6Ey2mDf,skos:exactMatch,,
